,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
6228,x,y,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
6410,f,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
1125,x,f,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,e
4193,f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g,p
1010,x,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,e
5818,f,s,w,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,s,g,p
2238,x,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p,p
1928,f,s,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,e
3792,x,f,g,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,p
1230,x,f,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g,e
4427,x,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d,p
4144,x,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p,p
4285,x,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d,p
4798,x,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g,p
4360,f,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d,p
6077,k,s,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
4255,x,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p,p
3332,f,y,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d,e
7294,f,y,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
7364,k,s,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
310,x,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,e
5408,f,y,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,p,p
6344,x,y,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
30,b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,e
7845,x,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,b,c,l,e
4512,f,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p,p
3007,f,y,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,e
6649,f,y,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
639,x,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,e
5308,k,y,n,t,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,e
7906,x,y,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
722,f,s,y,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e
4767,f,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p,p
7728,k,y,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
301,b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,e
3601,x,y,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,e
3092,f,y,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d,e
1774,x,f,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d,e
5896,f,s,b,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,u,p
7604,k,f,g,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g,e
7931,f,s,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,p,e
582,x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,e
6535,x,s,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
1722,x,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g,e
53,x,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,p
3995,x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g,p
5042,x,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p,p
2134,x,f,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d,e
7487,k,y,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
3942,x,y,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,e
1800,f,y,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,e
4011,f,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p,p
6530,k,f,w,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g,e
3164,x,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,p,p
5693,x,y,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g,p
4034,x,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g,p
3373,f,f,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d,e
1464,x,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,e
3391,f,y,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d,e
1351,f,s,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,e
3598,f,y,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,e
3328,x,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p,p
7361,k,f,g,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g,e
4892,x,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g,p
3980,f,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g,p
8027,k,y,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
604,b,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,e
5277,k,y,y,f,n,f,c,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,p
7828,b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,y,v,l,e
2020,x,f,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,e
343,f,f,y,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e
630,f,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,e
3698,f,y,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d,e
7919,f,y,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,e
3304,x,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g,p
6449,k,s,w,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g,e
4439,x,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g,p
3120,f,f,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d,e
1101,f,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,e
2680,f,f,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,e
1990,f,y,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,g,p
39,b,s,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,e
59,x,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,p,e
4524,f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p,p
1544,x,f,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,e
6867,x,s,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,p
3827,f,y,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d,e
897,x,s,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m,e
2702,x,y,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d,e
547,f,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u,e
5685,f,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,d,p
406,b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,e
1379,f,f,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,e
5048,f,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,d,p
5648,f,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d,p
6357,x,s,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
8005,x,y,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
6264,f,s,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
4875,f,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d,p
2293,x,y,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d,e
1243,f,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u,p
7012,k,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
2005,x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,g,e
7263,x,f,w,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,e
2715,x,y,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d,e
484,f,s,w,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e
3141,x,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d,p
7571,k,s,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
6733,x,s,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
2999,x,y,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,e
265,f,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,v,u,e
2860,x,s,p,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,p
3264,x,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p,p
3477,x,f,g,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,p
2794,x,f,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d,e
4043,f,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,p,p
6544,f,y,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
5218,x,y,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
6584,f,s,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
822,b,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,e
7507,k,y,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
4062,f,y,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,e
7189,x,s,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
5759,x,s,b,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,s,u,p
6321,x,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
4943,x,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d,p
103,x,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p,e
6690,x,s,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
5945,f,y,b,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g,p
7315,x,s,w,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g,e
5785,f,s,w,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,g,p
3245,x,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d,p
5988,f,s,w,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,s,u,p
2327,f,y,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,e
22,b,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,e
3378,f,y,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d,e
196,b,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,e
7078,x,s,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
5683,x,s,n,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,e
4208,f,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d,p
3271,f,y,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,e
4010,f,y,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,e
69,x,f,g,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,e
7932,k,s,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
3843,x,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g,p
867,f,y,y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,e
5853,b,s,w,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m,p
1129,x,f,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,e
2863,x,y,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,e
2990,x,f,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d,p
6303,x,y,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
7253,x,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,o,v,l,e
7236,b,s,g,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,e
3180,f,y,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,e
211,b,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,e
2800,x,y,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d,e
7031,x,s,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
1692,f,f,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g,e
5385,f,s,p,t,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,e
7648,f,s,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p
481,b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,e
2458,x,f,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,e
7960,b,f,w,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g,e
468,b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,e
5990,f,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d,p
735,b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,e
537,s,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,e
5636,f,f,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,p,p
4761,x,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d,p
3894,x,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g,p
7760,k,s,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p
6066,f,s,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p
1593,f,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,e
6327,x,s,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
3590,x,f,p,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d,p
7863,k,s,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
5383,f,s,b,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,v,u,p
845,x,f,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,e
3345,f,y,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,e
7705,x,s,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,e
4104,x,y,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
5701,f,y,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p,p
2196,f,f,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,e
5616,f,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g,p
3087,x,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d,p
2512,x,s,w,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,s,d,p
633,x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g,e
5200,f,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d,p
1723,x,s,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g,e
3298,x,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g,p
14,x,f,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,e
6925,f,y,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
5139,x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g,p
5764,f,y,r,f,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,y,d,e
6571,x,s,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
2766,x,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d,p
485,f,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g,e
5600,x,y,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p
2290,x,y,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d,e
4432,f,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p,p
2204,x,y,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,e
1901,x,s,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,e
6777,x,s,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
7260,x,s,g,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,e
489,x,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p,e
2277,x,f,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d,e
6497,f,s,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
7386,k,y,n,f,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,p
6549,x,y,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
2151,f,f,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,e
2380,f,f,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,e
1387,x,f,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,e
480,b,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,e
6877,f,y,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,p
6942,k,s,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
3284,x,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d,p
5929,b,s,w,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g,p
3661,x,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p,p
336,x,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g,e
55,b,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,e
6995,f,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
1738,f,s,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,e
7469,x,y,e,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,p
7614,k,s,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p
4128,f,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p,p
5429,x,s,g,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,s,u,p
7167,b,f,g,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g,e
6774,x,f,w,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g,e
1058,x,y,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,e
4752,x,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g,p
3573,f,f,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d,e
5147,x,y,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
4150,f,y,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d,e
4187,f,f,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,e
2826,x,f,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,e
2880,x,y,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,e
96,f,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,g,e
4003,f,f,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,e
2408,x,y,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,e
4238,f,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p,p
611,x,f,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g,e
5005,f,y,u,f,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,y,d,e
3355,f,y,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,e
422,x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,p
5692,k,y,p,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,e
1119,x,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,e
7629,k,y,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
5145,x,y,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
1056,x,f,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e
736,x,f,w,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e
1643,f,f,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,e
2472,x,f,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d,e
7271,k,f,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g,e
1145,x,f,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g,e
2349,f,f,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,e
1288,x,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d,e
6625,x,y,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p
7509,k,s,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
5401,f,y,c,f,n,f,w,n,w,e,b,s,s,w,n,p,w,o,e,w,v,l,e
4861,x,y,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d,p
3683,x,s,w,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,p
6442,x,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
3626,f,f,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,e
5934,f,s,b,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,s,g,p
186,b,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,e
4457,f,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g,p
3051,f,y,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d,e
3662,x,y,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,e
4993,f,s,b,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,e
5635,f,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p,p
3405,x,s,g,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,s,d,p
4362,f,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d,p
7224,k,s,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
3512,f,y,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d,e
5168,x,f,n,f,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d,p
7455,f,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,b,v,l,e
1673,x,s,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g,e
6216,x,y,e,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p
588,s,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u,e
5819,x,y,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
4270,x,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,p,p
7370,x,y,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,e
4819,f,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p,p
